RowID,Scenario,Timestamp,KnownAttackProbability,BinaryDecisionThreshold,BinaryPrediction,PredictedAttackFamily,FamilyConfidence,AnomalyScore,AnomalyThreshold,AnomalyMargin,AnomalyFlag,AlertSeverity,AlertReason,MITRETactic,MITRETechniqueID,MITRETechniqueName,MITREReference,MITREMappingNote,GroundTruth,SourceIP,DestinationIP,SourcePort,ProtocolNumber,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
10,portscan_rate_limited,2026-08-14 11:22:15,0.001943749503550003,0.42000000000000004,BENIGN,Not run,,0.3774763760297955,0.5244398115658198,-0.14696343553602426,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,445.0,38.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4578947.5,78947.37,19.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,52631.58,26315.79,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,portscan_rate_limited,2026-08-14 11:22:15,0.007367896808496477,0.42000000000000004,BENIGN,Not run,,0.3774763760297955,0.5244398115658198,-0.14696343553602426,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,80.0,41.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4243902.5,73170.734,20.5,20.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,48780.49,24390.244,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,portscan_rate_limited,2026-08-14 11:22:15,0.010670058830945541,0.42000000000000004,BENIGN,Not run,,0.3760501261783683,0.5244398115658198,-0.14838968538745145,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,22.0,46.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,3782608.8,65217.39,23.0,23.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,43478.26,21739.13,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,portscan_rate_limited,2026-08-14 11:22:15,0.006935259792584746,0.42000000000000004,BENIGN,Not run,,0.3779401559519946,0.5244398115658198,-0.14649965561382516,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,23.0,33.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5272727.5,90909.09,16.5,16.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,60606.062,30303.031,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,portscan_rate_limited,2026-08-14 11:22:15,0.0018565705105824885,0.42000000000000004,BENIGN,Not run,,0.3781969863834348,0.5244398115658198,-0.14624282518238496,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,8080.0,54.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,3222222.2,55555.555,27.0,27.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,37037.035,18518.518,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,portscan_rate_limited,2026-08-14 11:22:15,0.0031995432817966954,0.42000000000000004,BENIGN,Not run,,0.3779401559519946,0.5244398115658198,-0.14649965561382516,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,111.0,32.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5437500.0,93750.0,16.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,62500.0,31250.0,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,portscan_rate_limited,2026-08-14 11:22:15,0.0033999358096058656,0.42000000000000004,BENIGN,Not run,,0.3774763760297955,0.5244398115658198,-0.14696343553602426,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,143.0,34.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5117647.0,88235.3,17.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,58823.53,29411.766,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,portscan_rate_limited,2026-08-14 11:22:15,0.0017103707793500156,0.42000000000000004,BENIGN,Not run,,0.3779401559519946,0.5244398115658198,-0.14649965561382516,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,310.0,32.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5437500.0,93750.0,16.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,62500.0,31250.0,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,portscan_rate_limited,2026-08-14 11:22:15,0.001943749503550003,0.42000000000000004,BENIGN,Not run,,0.3774763760297955,0.5244398115658198,-0.14696343553602426,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,491.0,39.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4461538.5,76923.08,19.5,19.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,51282.05,25641.025,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,portscan_rate_limited,2026-08-14 11:22:15,0.0017103707793500156,0.42000000000000004,BENIGN,Not run,,0.3779401559519946,0.5244398115658198,-0.14649965561382516,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,205.0,29.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,6000000.0,103448.27,14.5,14.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,68965.516,34482.758,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,portscan_rate_limited,2026-08-14 11:22:15,0.0018176641210555901,0.42000000000000004,BENIGN,Not run,,0.3760501261783683,0.5244398115658198,-0.14838968538745145,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,279.0,47.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,3702127.8,63829.79,23.5,23.5,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,42553.19,21276.596,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,portscan_rate_limited,2026-08-14 11:22:15,0.0033999358096058656,0.42000000000000004,BENIGN,Not run,,0.3760501261783683,0.5244398115658198,-0.14838968538745145,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,124.0,48.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,3625000.0,62500.0,24.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,41666.668,20833.334,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,portscan_rate_limited,2026-08-14 11:22:15,0.0033999358096058656,0.42000000000000004,BENIGN,Not run,,0.3774763760297955,0.5244398115658198,-0.14696343553602426,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,123.0,38.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4578947.5,78947.37,19.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,52631.58,26315.79,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,portscan_rate_limited,2026-08-14 11:22:15,0.010045483778851125,0.42000000000000004,BENIGN,Not run,,0.3779401559519946,0.5244398115658198,-0.14649965561382516,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,3.0,29.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,6000000.0,103448.27,14.5,14.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,68965.516,34482.758,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,portscan_rate_limited,2026-08-14 11:22:15,0.010045483778851125,0.42000000000000004,BENIGN,Not run,,0.3779401559519946,0.5244398115658198,-0.14649965561382516,False,Low,No known attack pattern and no anomaly flag,,,,,No ATT&CK enrichment is applied to non-alerting traffic.,PORT SCAN,192.168.244.10,192.168.244.20,44295,6,15.0,29.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,6000000.0,103448.27,14.5,14.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,68965.516,34482.758,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
